Event_ID,irwinID,Incid_Name,Incid_Type,Map_ID,Map_Prog,Asmnt_Type,BurnBndAc,BurnBndLat,BurnBndLon,Ig_Date,Pre_ID,Post_ID,Perim_ID,dNBR_offst,dNBR_stdDv,NoData_T,IncGreen_T,Low_T,Mod_T,High_T,Comment,State,Lat,Lon,SPEI3,VPD_exp_7,Wind_exp_7,CE_AND_7,CE_OR_7,CE_days_7,VPD_exp_14,Wind_exp_14,CE_AND_14,CE_OR_14,CE_days_14,VPD_exp_21,Wind_exp_21,CE_AND_21,CE_OR_21,CE_days_21,VPD_exp_30,Wind_exp_30,CE_AND_30,CE_OR_30,CE_days_30,Drought,PCE_VPD,PCE_Wind,SPEI12_deficit,VPD_exp_7_binary,Wind_exp_7_binary,CE_AND_7_binary,VPD_exp_7_t0,Wind_exp_7_t0,CE_AND_7_t0,VPD_exp_7_t00,Wind_exp_7_t00,CE_AND_7_t00,VPD_exp_7_t05,Wind_exp_7_t05,CE_AND_7_t05,VPD_exp_7_t10,Wind_exp_7_t10,CE_AND_7_t10,VPD_exp_7_t15,Wind_exp_7_t15,CE_AND_7_t15,VPD_exp_7_t20,Wind_exp_7_t20,CE_AND_7_t20
CA3793111987719870903,,JARREL,Wildfire,5895,MTBS,Extended,1756,37.931,-119.877,1987-09-03,504303419870723,504303419880709,,19,-9999,-970,-150,120,317,560,,CA,37.931,-119.877,0.4126515686511993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3411660194396973,1.0263137817382812,1.3950597147539816,3.3674798011779785,2.0,3.6852115392684937,1.0263137817382812,1.3950597147539816,4.711525321006775,2.0,0.0,0.0,0.0,1.5120368003845217,0,0,0,0.2649625241756439,0.3692911826074123,0.1257309976355943,0.2649625241756439,0.36929118260741234,0.12573099763559437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA3955112096819870829,,INDIAN,Wildfire,5896,MTBS,Extended,8803,39.551,-120.968,1987-08-29,504403319870714,504403319880716,504403319871002.0,-6,-9999,-970,-150,160,364,620,,CA,39.551,-120.968,0.040364421904087,1.327362298965454,1.1042439937591553,0.0,2.43160629272461,0.0,1.327362298965454,1.1042439937591553,0.0,2.43160629272461,0.0,1.327362298965454,1.1042439937591553,0.0,2.43160629272461,0.0,4.046708583831787,1.1042439937591553,0.0,5.150952577590942,0.0,0.0,0.0,0.0,1.24574613571167,1,1,0,5.518335551023483,3.2357301861047745,1.862900565027367,5.518335551023483,3.2357301861047745,1.862900565027367,2.7931485772132874,2.0018427968025208,0.5037907447849519,1.327362298965454,1.1042439937591553,0.0,0.3273622989654541,0.6042439937591553,0.0,0.0,0.10424399375915527,0.0
CA3944912076419870829,,PALMER,Wildfire,5897,MTBS,Extended,2130,39.449,-120.764,1987-08-29,504303319870723,504303319880709,,17,-9999,-970,-150,125,341,600,,CA,39.449,-120.764,-0.0733050405979156,1.2803901433944702,1.2392243146896362,0.0,2.5196144580841064,0.0,1.2803901433944702,1.2392243146896362,0.0,2.5196144580841064,0.0,1.2803901433944702,1.2392243146896362,0.0,2.5196144580841064,0.0,3.9873627424240112,1.2392243146896362,0.0,5.2265870571136475,0.0,0.0,0.0,0.0,1.3239201307296753,1,1,0,4.807754345238209,3.8683828115463257,1.618116243951841,4.807754345238209,3.8683828115463257,1.618116243951841,2.422160267829895,2.3683828115463257,0.0,1.2803901433944702,1.2392243146896362,0.0,0.2803901433944702,0.5729372501373291,0.0,0.0,0.0729372501373291,0.0
CA3904112055819870831,,BIG,Wildfire,5898,MTBS,Extended,1048,39.041,-120.558,1987-08-31,504303319870723,504303319880709,,11,-9999,-970,-150,100,291,525,,CA,39.041,-120.558,-0.0733050405979156,0.0,0.7908055782318115,0.0,0.7908055782318115,0.0,0.0,0.7908055782318115,0.0,0.7908055782318115,0.0,0.0664074420928955,0.7908055782318115,0.0,0.857213020324707,0.0,3.4197624921798706,0.7908055782318115,0.0,4.210568070411682,0.0,0.0,0.0,0.0,1.3239201307296753,0,1,0,0.8213295713067055,2.540325164794922,0.8765834553700748,0.8213295713067055,2.540325164794922,0.8765834553700748,0.0,1.5403251647949219,0.0,0.0,0.7908055782318115,0.0,0.0,0.2908055782318115,0.0,0.0,0.0,0.0
OR4457412175119870901,,CABOT CREEK,Wildfire,5899,MTBS,Extended,3614,44.574,-121.751,1987-09-01,504502919860803,504502919880707,,-30,-9999,-970,-150,150,307,520,,OR,44.574,-121.751,-0.2373271286487579,0.1651229858398437,0.2797803878784179,0.0,0.4449033737182617,0.0,0.1651229858398437,1.3416526317596436,0.0,1.5067756175994873,0.0,1.0906156301498413,1.3416526317596436,0.0,2.432268261909485,0.0,4.005882620811462,1.3416526317596436,0.0,5.347535252571106,0.0,0.0,0.0,0.0,1.2261245250701904,1,1,0,3.636507123708725,3.176416039466858,1.7106856366770726,3.636507123708725,3.176416039466858,1.7106856366770726,1.1996591091156006,1.676416039466858,0.5136258257477277,0.16512298583984375,0.27978038787841797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR4293512081219870613,,WINTER RIM,Wildfire,5900,MTBS,Initial,1703,42.935,-120.812,1987-06-13,504403019860812,504403019870714,,36,-9999,-970,-150,85,293,540,,OR,42.935,-120.812,-1.1952239274978638,0.5211805105209351,0.1291185617446899,0.0,0.650299072265625,0.0,1.2923763990402222,0.6402487754821777,0.0,1.9326251745224,0.0,1.2923763990402222,0.7949326038360596,0.0,2.0873090028762817,0.0,1.2923763990402222,1.6110678911209106,0.0,2.903444290161133,0.0,0.1952239274978637,0.3189779086382608,0.1587672281570532,0.6125335693359375,1,1,0,2.521180510520935,1.12911856174469,0.0,2.521180510520935,1.12911856174469,0.0,1.521180510520935,0.6291185617446899,0.0,0.5211805105209351,0.12911856174468994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR4228912127919870902,,KITTS MILL,Wildfire,5901,MTBS,Extended,3182,42.289,-121.279,1987-09-02,504403119860711,504403119880716,,19,-9999,-970,-150,105,355,640,,OR,42.289,-121.279,0.4748148322105407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4415071010589599,0.0,0.0,0.4415071010589599,0.0,1.2140285968780518,0.0,0.0,1.2140285968780518,0.0,0.0,0.0,0.0,0.9160987734794616,0,0,0,0.8169240951538086,1.1400824785232544,0.6871100330934491,0.8169240951538086,1.1400824785232544,0.6871100330934491,0.3169240951538086,0.1400824785232544,0.1571497821344357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA4199712363419870830,,LONGWOOD,Wildfire,5902,MTBS,Extended,10370,41.997,-123.634,1987-08-30,504603119860725,504603119880730,,7,-9999,-970,-150,125,392,695,,CA,41.997,-123.634,-0.4107174575328827,2.6620558500289917,0.0,0.0,2.6620558500289917,0.0,2.6620558500289917,0.0,0.0,2.6620558500289917,0.0,2.6620558500289917,1.541041374206543,0.0,4.203097224235535,0.0,4.07451605796814,1.541041374206543,0.0,5.615557432174683,0.0,0.0,0.0,0.0,0.6647401452064514,1,0,0,7.4048517271876335,1.6398414373397827,0.1081821929067232,7.4048517271876335,1.6398414373397827,0.10818219290672323,4.890897870063782,0.6398414373397827,0.0,2.6620558500289917,0.0,0.0,1.1689625978469849,0.0,0.0,0.19269680976867676,0.0,0.0
OR4236212395219870830,,SILVER,Wildfire,5903,MTBS,Extended,96698,42.362,-123.952,1987-08-30,504603119870712,504603119880730,,12,-9999,-970,-150,125,389,690,,OR,42.362,-123.952,-0.3871321082115173,6.1954076290130615,0.0,0.0,6.1954076290130615,0.0,6.1954076290130615,0.0,0.0,6.1954076290130615,0.0,6.1954076290130615,1.494891881942749,0.0,7.690299510955811,0.0,6.470372438430786,1.6058064699172974,0.0,8.076178908348083,0.0,0.0,0.0,0.0,0.5267699956893921,1,0,0,10.978984117507936,1.6953475698828695,0.7712753371423768,10.978984117507935,1.6953475698828697,0.7712753371423768,8.092762053012848,0.6185440421104431,0.0,6.1954076290130615,0.0,0.0,4.6954076290130615,0.0,0.0,3.1954076290130615,0.0,0.0
OR4253012367719870831,,JIMBO,Wildfire,5904,MTBS,Extended,6984,42.527,-123.676,1987-08-31,504603019860810,504603019880831,504603019870930.0,26,0,-970,-150,80,314,580,Adjacent to BLM-ORMED-P284-19870830 - used terrain to separate fires,OR,42.527,-123.676,-0.517082691192627,2.972811460494995,0.0,0.0,2.972811460494995,0.0,2.972811460494995,0.0,0.0,2.972811460494995,0.0,2.972811460494995,1.8611464500427248,0.0,4.83395791053772,0.0,4.480719447135925,2.1350698471069336,0.0,6.615789294242859,0.0,0.0,0.0,0.0,0.4821105599403381,1,0,0,6.336582720279694,1.6200129482895136,0.1376541561990506,6.336582720279694,1.6200129482895136,0.13765415619905064,4.336582720279694,0.5958080887794495,0.0,2.972811460494995,0.0,0.0,1.9728114604949951,0.0,0.0,0.9728114604949951,0.0,0.0
OR4493411861819870815,,RYDER CREEK,Wildfire,5905,MTBS,Extended,16269,44.934,-118.618,1987-08-15,504302919860720,504302919880725,,0,-9999,-970,-150,100,277,500,,OR,44.934,-118.618,-0.0337787084281444,0.0,1.431427001953125,0.0,1.431427001953125,0.0,0.0,1.431427001953125,0.0,1.431427001953125,0.0,1.486167550086975,2.136827826499939,0.3834766884449306,3.622995376586914,1.0,1.486167550086975,2.136827826499939,0.3834766884449306,3.622995376586914,1.0,0.0,0.0,0.0,0.2949934899806976,0,1,0,0.1575420200824737,3.431427001953125,0.0,0.15754202008247375,3.431427001953125,0.0,0.0,2.431427001953125,0.0,0.0,1.431427001953125,0.0,0.0,0.431427001953125,0.0,0.0,0.0,0.0
OR4328212264819870830,,APPLE,Wildfire,5906,MTBS,Extended,2967,43.282,-122.648,1987-08-30,504603019860810,504603019880831,,-5,-9999,-970,-150,150,350,600,,OR,43.282,-122.648,-0.510326623916626,1.2954599857330322,0.0,0.0,1.2954599857330322,0.0,1.2954599857330322,0.0,0.0,1.2954599857330322,0.0,1.2954599857330322,1.389204502105713,0.0,2.684664487838745,0.0,3.371403932571411,1.389204502105713,0.0,4.760608434677124,0.0,0.0,0.0,0.0,0.6100298166275024,1,0,0,5.2852463237941265,0.0,0.0,5.2852463237941265,0.0,0.0,2.8085854053497314,0.0,0.0,1.2954599857330322,0.0,0.0,0.13793981075286865,0.0,0.0,0.0,0.0,0.0
OR4274912300119870830,,ANGEL CAMP,Wildfire,5907,MTBS,Extended,3096,42.749,-123.001,1987-08-30,504603019860810,504603019880831,,-6,-9999,-970,-150,150,350,600,Nearby clearcuts may or may not be burned- omitted from perimeter,OR,42.749,-123.001,-0.3548347353935241,3.121709942817688,0.0,0.0,3.121709942817688,0.0,3.121709942817688,0.0,0.0,3.121709942817688,0.0,3.121709942817688,0.7981059551239014,0.0,3.91981589794159,0.0,3.572946548461914,0.8715217113494873,0.0,4.444468259811401,0.0,0.0,0.0,0.0,0.4834461510181427,1,0,0,7.067722260951996,0.4311771560460329,0.0,7.067722260951996,0.4311771560460329,0.0,4.67826908826828,0.0,0.0,3.121709942817688,0.0,0.0,1.621709942817688,0.0,0.0,0.4393463134765625,0.0,0.0
OR4249112162719870831,,COWBOY,Wildfire,5908,MTBS,Extended,4536,42.491,-121.627,1987-08-31,504503019860819,504503019880723,,47,-9999,-970,-150,150,296,500,,OR,42.491,-121.627,0.1871968507766723,0.2603362798690796,0.0,0.0,0.2603362798690796,0.0,0.2603362798690796,0.0,0.0,0.2603362798690796,0.0,0.2603362798690796,0.8782812356948853,0.0,1.1386175155639648,0.0,1.799215316772461,0.8782812356948853,0.0,2.677496552467346,0.0,0.0,0.0,0.0,0.5186051726341248,1,0,0,3.1808546632528305,1.0911677479743958,0.6829690310526702,3.1808546632528305,1.0911677479743958,0.6829690310526702,1.555487036705017,0.09116774797439575,0.15092215686730917,0.2603362798690796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA3694211921919870801,,UNNAMED,Wildfire,5929,MTBS,Initial,1318,36.942,-119.219,1987-08-01,504203419860729,504203419870801,,48,-9999,-970,-150,190,394,655,,CA,36.942,-119.219,1.4956287145614624,2.01199722290039,0.4998296499252319,0.5666090890702693,2.5118268728256226,2.0,2.01199722290039,0.7211042642593384,0.5666090890702693,2.733101487159729,2.0,2.01199722290039,1.0210204124450684,0.5666090890702693,3.033017635345459,2.0,2.01199722290039,1.366234302520752,0.5666090890702693,3.3782315254211426,2.0,0.0,0.0,0.0,0.4818929433822632,1,1,1,8.971231460571289,3.627809002995491,4.990110090343487,8.971231460571289,3.627809002995491,4.990110090343487,5.471231460571289,1.499829649925232,1.619499212070393,2.0119972229003906,0.49982964992523193,0.5666090890702693,0.1477574110031128,0.0,0.0,0.0,0.0,0.0
CA3299911450519870507,,FERGUSONLK,Wildfire,5930,MTBS,Initial (SS),1692,32.999,-114.505,1987-05-07,,503803719870602,,-9999,-9999,9999,9999,100,-9999,-9999,,CA,32.999,-114.505,-0.6156702637672424,0.0,0.239423394203186,0.0,0.239423394203186,0.0,0.0,0.239423394203186,0.0,0.239423394203186,0.0,0.0,2.7472699880599976,0.0,2.7472699880599976,0.0,0.0,2.7472699880599976,0.0,2.7472699880599976,0.0,0.0,0.0,0.0,0.0,0,1,0,1.1943688988685608,2.83070307970047,0.7882397001291541,1.1943688988685608,2.83070307970047,0.7882397001291541,0.42407387495040894,1.33070307970047,0.2703676334213225,0.0,0.23942339420318604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA3801911975119870628,,FROG,Wildfire,5986,MTBS,Extended,3451,38.019,-119.751,1987-06-28,504303419870723,504303419880709,,22,-9999,-970,-150,140,265,450,Perimeter of fire hard to see.,CA,38.019,-119.751,-1.5454422235488892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5211262702941895,0.0,6.5211262702941895,0.0,0.0,8.021379113197327,0.0,8.021379113197327,0.0,0.5454422235488892,0.0,0.0,1.3694418668746948,0,0,0,0.0,0.2355931475758552,0.0,0.0,0.23559314757585526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA3766611959519870723,,LOST BEAR,Wildfire,5987,MTBS,Extended,1823,37.666,-119.595,1987-07-23,504203419860729,504203419880803,,9,-9999,-970,-150,130,324,565,,CA,37.666,-119.595,-0.439966082572937,0.0,2.49432110786438,0.0,2.49432110786438,0.0,1.1546417474746704,2.662010669708252,0.2661080977282774,3.8166524171829224,1.0,2.161082983016968,3.3350024223327637,0.2661080977282774,5.4960854053497314,1.0,2.161082983016968,5.567212224006653,0.2661080977282774,7.728295207023621,1.0,0.0,0.0,0.0,1.2272123098373413,0,1,0,0.8256110027432442,8.280536890029907,1.8603058635188767,0.8256110027432442,8.280536890029907,1.8603058635188767,0.0,4.8102909326553345,0.0,0.0,2.49432110786438,0.0,0.0,1.0880438089370728,0.0,0.0,0.23077893257141113,0.0
OR4274512267819870830,,E. SIDE BURNT PEAK,Wildfire,5996,MTBS,Extended,4931,42.745,-122.678,1987-08-30,504603019860810,504603019880831,,-11,-9999,-970,-150,150,350,600,,OR,42.745,-122.678,-0.2347616702318191,2.067839503288269,0.0,0.0,2.067839503288269,0.0,2.067839503288269,0.0,0.0,2.067839503288269,0.0,2.067839503288269,0.7118369340896606,0.0,2.7796764373779297,0.0,2.8178523778915405,0.7118369340896606,0.0,3.529689311981201,0.0,0.0,0.0,0.0,0.3891606032848358,1,0,0,5.795309156179428,0.0,0.0,5.795309156179428,0.0,0.0,3.567839503288269,0.0,0.0,2.067839503288269,0.0,0.0,0.6993567943572998,0.0,0.0,0.0,0.0,0.0
OR4305212321119870830,,87732084,Wildfire,5997,MTBS,Extended,2059,43.052,-123.211,1987-08-30,504603019860810,504603019880831,,-11,-9999,-970,-150,150,350,600,,OR,43.052,-123.211,-0.3705432415008545,4.721563339233398,0.0,0.0,4.721563339233398,0.0,4.721563339233398,0.0,0.0,4.721563339233398,0.0,4.721563339233398,0.9035849571228028,0.0,5.625148296356201,0.0,4.9602296352386475,1.0976457595825195,0.0,6.057875394821167,0.0,0.0,0.0,0.0,0.4746922552585602,1,0,0,8.664233207702637,0.5088978111743927,0.2428291133463935,8.664233207702637,0.5088978111743927,0.2428291133463935,6.382888495922089,0.0,0.0,4.721563339233398,0.0,0.0,3.2215633392333984,0.0,0.0,1.7215633392333984,0.0,0.0
OR4428112255619870508,,87791147,Wildfire,5998,MTBS,Extended,1048,44.281,-122.556,1987-05-08,504602919860810,504602919880730,,-19,-9999,-970,-150,150,334,570,fire in active timber management area,OR,44.281,-122.556,-1.1812790632247925,5.273013710975647,0.0,0.0,5.273013710975647,0.0,5.273013710975647,0.0,0.0,5.273013710975647,0.0,5.273013710975647,0.0,0.0,5.273013710975647,0.0,7.61575973033905,0.7555674314498901,0.832083596897634,8.37132716178894,1.0,0.1812790632247924,0.9776947304231276,0.0,0.7987873554229736,1,0,0,9.415728628635406,0.7151226550340652,0.0,9.415728628635406,0.7151226550340652,0.0,7.273013710975647,0.17162269353866577,0.0,5.273013710975647,0.0,0.0,3.3079596757888794,0.0,0.0,1.9247746467590332,0.0,0.0
OR4479512337219871009,,87552212,Wildfire,5999,MTBS,Extended,1166,44.795,-123.372,1987-10-09,504602919860810,504602919880730,,-22,-9999,-970,-150,60,300,570,,OR,44.795,-123.372,-2.255362749099731,5.553687930107117,0.0,0.0,5.553687930107117,0.0,12.324406266212463,0.0,0.0,12.324406266212463,0.0,16.09428381919861,0.0,0.0,16.09428381919861,0.0,16.24042785167694,0.0,0.0,16.24042785167694,0.0,1.255362749099731,2.640434234663167,0.0,1.500499248504639,1,0,0,10.63086711615324,1.1640766113996506,1.8327202543243808,10.63086711615324,1.1640766113996506,1.8327202543243806,7.631768524646759,0.1360204815864563,0.309367001341131,5.553687930107117,0.0,0.0,4.3500590324401855,0.0,0.0,3.3500590324401855,0.0,0.0
OR4556511863519870822,,EMIGRANT HILL,Wildfire,6000,MTBS,Initial,2789,45.565,-118.635,1987-08-22,504302819860922,504302819871011,,94,-9999,-970,-150,165,275,450,,OR,45.565,-118.635,-0.1652470678091049,0.0041666030883789,0.0,0.0,0.0041666030883789,0.0,2.7893004417419434,1.333225965499878,0.6696195808670824,4.122526407241821,1.0,3.8677865266799927,1.333225965499878,0.6696195808670824,5.201012492179871,1.0,4.128529787063599,1.333225965499878,0.6696195808670824,5.461755752563477,1.0,0.0,0.0,0.0,0.0,1,0,0,3.050628162920475,0.4982806798070669,0.680573313521133,3.050628162920475,0.4982806798070669,0.680573313521133,0.7585116028785706,0.0,0.0,0.004166603088378906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR4287412169619870831,,WOCUS 437,Unknown,10001200,MTBS,Initial (SS),3196,42.874,-121.696,1987-08-31,,504503019870907,,-9999,-9999,9999,9999,300,-9999,-9999,,OR,42.874,-121.696,-0.013231418095529,0.3332222700119018,0.0,0.0,0.3332222700119018,0.0,0.3332222700119018,0.0,0.0,0.3332222700119018,0.0,0.3332222700119018,1.915993094444275,0.0,2.2492153644561768,0.0,3.2786492109298706,1.915993094444275,0.0,5.1946423053741455,0.0,0.0,0.0,0.0,0.3635284006595611,1,0,0,2.979700654745102,1.4438338875770569,0.5285039972145723,2.979700654745102,1.4438338875770569,0.5285039972145723,1.1207785606384277,0.4438338875770569,0.0,0.33322227001190186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA3407511623319870831,,PAUL,Wildfire,10005343,MTBS,Initial,1145,34.01,-116.248,1987-08-31,504003619870819,504003619870904,,-10,12,-970,-150,20,9999,9999,,CA,34.01,-116.248,1.0896377563476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0356099605560302,0.0,0.0356099605560302,0.0,0.0,0.0356099605560302,0.0,0.0356099605560302,0.0,0.0876731872558593,0.0356099605560302,0.0,0.1232831478118896,0.0,0.0,0.0,0.0,0.6658700108528137,0,0,0,2.0557457208633423,0.5798850357532501,0.0,2.0557457208633423,0.5798850357532501,0.0,0.2688634991645813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR4416311706719870605,,MOORES,Wildfire,10005667,MTBS,Initial,1014,44.153,-117.08,1987-06-05,504202919870529,504202919870630,,41,17,-970,-150,100,300,9999,,OR,44.153,-117.08,-0.999242663383484,1.9023030996322632,0.462713360786438,0.9002715399285249,2.365016460418701,1.0,6.095803260803223,3.487359404563904,2.4123192487108525,9.583162665367126,2.0,6.095803260803223,3.487359404563904,2.4123192487108525,9.583162665367126,2.0,6.553611755371094,3.487359404563904,2.4123192487108525,10.040971159934998,2.0,0.0,0.0,0.0,0.5698941349983215,1,1,1,5.44425493478775,2.542058080434799,3.188602952489882,5.44425493478775,2.542058080434799,3.188602952489882,3.1499746441841125,1.185168981552124,1.6891700622685726,1.9023030996322632,0.462713360786438,0.9002715399285249,1.2516002655029297,0.0,0.0,0.7516002655029297,0.0,0.0
WA4758311936819870714,,COULEE CITY,Wildfire,10005996,MTBS,Initial,12787,47.581,-119.26,1987-07-14,504502719840829,504502719870822,,29,22,-970,-150,40,270,500,,WA,47.581,-119.26,-0.247020423412323,0.5871372222900391,4.207957983016968,0.0,4.795095205307007,0.0,0.5871372222900391,4.207957983016968,0.0,4.795095205307007,0.0,0.5871372222900391,4.716235518455505,0.0,5.303372740745544,0.0,1.0960536003112793,7.044334292411804,0.0,8.140387892723083,0.0,0.0,0.0,0.0,0.438843697309494,1,1,0,2.552429497241974,8.207957983016968,1.1872076830517138,2.552429497241974,8.207957983016968,1.1872076830517138,1.5524294972419739,6.207957983016968,0.6683904780031722,0.5871372222900391,4.207957983016968,0.0,0.08713722229003906,2.2478177547454834,0.0,0.0,1.0984270572662354,0.0
WA4686712050119870626,,UMTANUM,Wildfire,10005997,MTBS,Initial,1000,46.891,-120.498,1987-06-26,504502719840728,504502719870806,,37,25,-970,-150,50,350,9999,,WA,46.891,-120.498,-1.6484804153442385,3.6939953565597534,0.0,0.0,3.6939953565597534,0.0,3.6939953565597534,0.0,0.0,3.6939953565597534,0.0,4.6732035875320435,0.939078688621521,0.0,5.6122822761535645,0.0,4.6732035875320435,2.041497826576233,0.0,6.714701414108276,0.0,0.6484804153442385,1.5477350041598068,0.0,0.6194657683372498,1,0,0,9.63514804840088,0.2931244000792503,0.834241087118941,9.635148048400879,0.29312440007925034,0.834241087118941,6.635148048400879,0.0,0.0,3.6939953565597534,0.0,0.0,1.6632944345474243,0.0,0.0,0.3516528606414795,0.0,0.0
OR4313312280119870830,,SOUTH CLOVER,Wildfire,10006036,MTBS,Initial,2051,43.208,-122.794,1987-08-30,504503019860819,504503019870923,,5,32,-970,-150,30,250,480,,OR,43.208,-122.794,-0.510326623916626,1.5046204328536987,0.0,0.0,1.5046204328536987,0.0,1.5046204328536987,0.0,0.0,1.5046204328536987,0.0,1.5046204328536987,0.9451000690460204,0.0,2.4497205018997192,0.0,2.3573718070983887,0.9451000690460204,0.0,3.302471876144409,0.0,0.0,0.0,0.0,0.6100298166275024,1,0,0,5.324713438749313,0.1811509132385254,0.0,5.324713438749313,0.1811509132385254,0.0,3.0046204328536987,0.0,0.0,1.5046204328536987,0.0,0.0,0.12218177318572998,0.0,0.0,0.0,0.0,0.0
CA3816012073319871015,,BEAR MOUNTAIN 10,Prescribed Fire,10006545,MTBS,Initial (SS),1261,38.163,-120.727,1987-10-15,,504303419880319,,-9999,-9999,9999,9999,400,50,-9999,,CA,38.163,-120.727,-0.561306893825531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1992528438568115,0,0,0,1.9933722615242004,0.8481009155511856,0.8040433060334423,1.9933722615242004,0.8481009155511856,0.8040433060334423,0.3135750889778137,0.17672473192214966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WA4826011967319871003,,MONSE,Wildfire,10007821,MTBS,Initial,7656,48.257,-119.672,1987-10-03,504502619860531,504502619880520,,6,26,-970,-150,20,184,400,,WA,48.257,-119.672,-2.0352158546447754,3.5120325088500977,0.0,0.0,3.5120325088500977,0.0,7.160873889923096,0.0,0.0,7.160873889923096,0.0,8.24167788028717,0.0,0.0,8.24167788028717,0.0,16.630685091018677,0.0,0.0,16.630685091018677,0.0,1.0352158546447754,1.9067542408998304,0.0,1.354628562927246,1,0,0,10.512032508850098,1.1741682291030884,2.615982169016548,10.512032508850098,1.1741682291030884,2.615982169016548,7.012032508850098,0.07055515050888062,0.2903204795468513,3.5120325088500977,0.0,0.0,0.8491683006286621,0.0,0.0,0.0,0.0,0.0
CA3374811752419870909,,SILVERADO,Wildfire,10020258,MTBS,Extended,5553,33.746,-117.525,1987-09-09,504003719870702,504003719880704,504103619870927.0,0,28,-970,-150,30,265,525,,CA,33.746,-117.525,0.8386716842651367,0.0,2.4925196170806885,0.0,2.4925196170806885,0.0,0.0,3.221683144569397,0.0,3.221683144569397,0.0,0.0,3.221683144569397,0.0,3.221683144569397,0.0,4.778345465660095,3.221683144569397,0.0,8.000028610229492,0.0,0.0,0.0,0.0,0.9763780832290648,0,1,0,0.6230149269104004,5.163857340812683,0.4586953972090633,0.6230149269104004,5.163857340812683,0.4586953972090633,0.12301492691040039,3.4925196170806885,0.0,0.0,2.4925196170806885,0.0,0.0,1.4925196170806885,0.0,0.0,0.4925196170806885,0.0
OR4258312308219870830,,SYKES CRK,Wildfire,10021156,MTBS,Extended,9587,42.58,-123.08,1987-08-30,504603019870712,504603019880730,504603019870930.0,4,26,-970,-150,40,309,600,,OR,42.58,-123.08,-0.3548347353935241,2.33149790763855,0.0,0.0,2.33149790763855,0.0,2.33149790763855,0.0,0.0,2.33149790763855,0.0,2.33149790763855,0.5605888366699219,0.0,2.8920867443084717,0.0,2.4970767498016357,0.6037578582763672,0.0,3.100834608078003,0.0,0.0,0.0,0.0,0.4834461510181427,1,0,0,6.145638853311539,0.0,0.0,6.145638853311539,0.0,0.0,3.9841309189796448,0.0,0.0,2.33149790763855,0.0,0.0,0.9751071929931641,0.0,0.0,0.13878726959228516,0.0,0.0
CA4009212322519870831,,TRAVIS,Wildfire,10021340,MTBS,Extended,11989,40.082,-123.229,1987-08-31,504503219860718,504503219880723,,29,38,-970,-150,80,324,600,,CA,40.082,-123.229,-0.5941506028175354,0.7888906002044678,0.8966482877731323,0.2616014534003562,1.6855388879776,2.0,0.7888906002044678,0.8966482877731323,0.2616014534003562,1.6855388879776,2.0,0.8565281629562378,0.8966482877731323,0.2616014534003562,1.75317645072937,2.0,5.140050649642944,0.8966482877731323,0.2616014534003562,6.036698937416077,2.0,0.0,0.0,0.0,0.9278215765953064,1,1,1,4.886049620807171,3.163224995136261,2.610669088624866,4.886049620807171,3.163224995136261,2.610669088624866,2.7888906002044678,1.8966482877731323,1.42537763010294,0.7888906002044678,0.8966482877731323,0.26160145340035623,0.0,0.10381913185119629,0.0,0.0,0.0,0.0
WA4823311954819890807,,CAMERON LK,Wildfire,6640,MTBS,Initial,1897,48.233,-119.548,1989-08-07,504502619890624,504502619890811,,100,-9999,-970,-150,200,390,640,,WA,48.233,-119.548,-0.11909119784832,0.815138578414917,0.239982008934021,0.0,1.055120587348938,0.0,0.815138578414917,0.239982008934021,0.0,1.055120587348938,0.0,0.815138578414917,1.5406163930892944,0.0,2.355754971504211,0.0,0.815138578414917,1.5406163930892944,0.0,2.355754971504211,0.0,0.0,0.0,0.0,0.0,1,1,0,3.184908807277679,3.472260721027851,0.6962021988869418,3.1849088072776794,3.472260721027851,0.6962021988869418,1.4179723858833313,1.3512348532676697,0.0,0.815138578414917,0.239982008934021,0.0,0.315138578414917,0.0,0.0,0.0,0.0,0.0
